"type","sub_type","sqft","baths","beds","stories","year_built","listPrice"
"land",,,"0",,,,"54900"
"single_family",,"3206",,"5","2",,"415490"
"single_family",,"2150","3","4","2","2014","499900"
"single_family",,"2342","4","4","2","1940","998500"
"single_family",,"1227","2","3","1","2007","250000"
"single_family",,"2265","3","3","2","1997","450000"
"single_family",,"2185",,"3","1",,"566990"
"single_family",,"2100","2","3",,"1910","199900"
"single_family",,"1858","2","3",,"2001","315000"
"single_family",,"1848","2","3","1","2025","419900"
"single_family",,"2298","3","5","2","2020","331000"
"single_family",,"1905","3","4","1","2022","850000"
"single_family",,"4000","4","4","2","1900","6950000"
"single_family",,"1339","2","3","1","2019","325000"
"multi_family",,,,,,"1985","399000"
"condos","condo",,"2","3","2","1981","165000"
"condos","condo","250","1",,,"1978","209900"
"single_family",,"2400","3","4","2","1980","795000"
"single_family",,"5873","5","5","2","2000","1100000"
"single_family",,"1680","2","3","1","2000","609000"
"single_family",,"1779","3","3","2","2005","324900"
"single_family",,"1203","2","3","1","2025","223583"
"single_family",,"2878","3","3","1","1986","415000"
"single_family",,"3326","3","4","3","2024","894900"
"single_family",,"1120","2","3","1","1960","184000"
"townhomes","townhouse","2007","3","3","3","2025","384990"
"single_family",,"1331","2","4","1","2022","265000"
"single_family",,"3113",,"5","2",,
"single_family",,"1320","2","3","1","1992","325000"
"single_family",,"1601",,"3","1",,"334999"
"single_family",,"1443","2","3","1","1998","349900"
"single_family",,"2347","4","6","2","1952","785000"
"single_family",,"3050","4","3","1","1943","415000"
"single_family",,"2847","4","4","2","2020","429000"
"multi_family",,"1890","2","4","1","1973","205000"
"single_family",,"1961","3","4","2","2025","329900"
"single_family",,"1020","1","3",,"1960","339000"
"single_family",,"810","1","2",,"2024","193500"
"single_family",,"1657","2","3","1","2022","454000"
"single_family",,"2053","2","3","2","1986","375000"
"single_family",,"2593","3","3",,"2004","485000"
"condos","condo","978","2","2","1","2005","125000"
"land",,,"0",,,,"99500"
"single_family",,"1700","2","3","1","1970","295000"
"land",,,,,,,"40000"
"single_family",,"1678","2","3","2","1980","247500"
"single_family",,"1450","2","3","1","1975","315000"
"townhomes","townhouse","1232","3","3","2",,"157000"
"single_family",,"3488","2","4",,"1856","150000"
"single_family",,,"2","2","1","2005","215000"
"land",,,"0",,,,"190000"
"condos","condo","1216","2","3","7","2001","312500"
"single_family",,"2800","3","4","2","1938","799000"
"single_family",,,"2","3","2","2008","324900"
"single_family",,"2358","2","3","1","1964","299900"
"single_family",,"5758","3","5","2","1919","298000"
"single_family",,"2016","3","4","1","1974","215500"
"single_family",,"2452","3","4","1","1969","325000"
"single_family",,"1320","2","3","1","1978","240000"
"single_family",,"1786","2","3",,,"415000"
"single_family",,"2199","3","4","1","2021","525000"
"single_family",,"1728","2","3","1","2010","435000"
"single_family",,"2211","3","4","2","2004","375000"
"single_family",,"2643",,"4","2",,
"single_family",,"1572",,"3","1",,"295000"
"single_family",,"1187","1","2","1","1988","299500"
"townhomes","townhouse",,"3","2","3",,"269900"
"single_family",,"1541","1","2","1","1900","89000"
"single_family",,"1180","2","3",,"2025","205000"
"single_family",,"2000","2","4","1","1976","360000"
"single_family",,"2400","2","4","1","2002","250000"
"single_family",,"4140","4","4","2","1985","498000"
"single_family",,"2546","2","4","1","1966","299500"
"condos","condo","1465","2","3","1","2006","300000"
"single_family",,"3080","4","4","2","2003","489900"
"single_family",,"907","2","2","2","1968","399000"
"single_family",,"1105","2","3","1",,"330490"
"condos","condo","1460","2","2","1","1989","424900"
"single_family",,"3235","4","6","2","1973","650000"
"condos","condo","1160","3","3","2","2005","210000"
"single_family",,"8560","10","7",,"1995","11499000"
"single_family",,"2558","3","4","2",,"449900"
"land",,,"0",,,,"80000"
"single_family",,"1635","2","3",,"2001","300000"
"single_family",,"1884","2","4","1","1972","465000"
"single_family",,"1370","2","3","1","1960","175900"
"single_family",,"1955",,"4","2",,"247999"
"single_family",,"1190","2","3","1","2025","177500"
"single_family",,"2252","3","4","1","1970","660000"
"multi_family",,"3556","5","6","1","2020","675000"
"land",,,"0",,,,"129900"
"single_family",,"3200","6","5","3","2025","3495000"
"single_family",,"1066","1","3","1","1970","149900"
"single_family",,"2825","4","4","2","2013","529000"
"single_family",,"1762","3","3","2","2017","550000"
"single_family",,"2190","3","4","2",,"435028"
"land",,,"0",,,,"143000"
"single_family",,"2135","3","3",,"2025","610000"
"single_family",,"1114","2","2","1","2014","232000"
"single_family",,"1674","4","5","2","2004","515900"
"single_family",,"978","1","2","1","1960","65000"
"single_family",,"1520","2","3","1","1947","199900"
"land",,,"0",,,,"11000"
"single_family",,,"5","5",,"2002","749000"
"single_family",,"2025","3","4",,,"314553"
"condos","condo","360","1","1",,"1985","87000"
"single_family",,,"1","3","1",,"165000"
"single_family",,"3021","4","4","1","2016","710000"
"single_family",,"1000","1","3","1","1960","100000"
"single_family",,"784","1","2",,"1945","295000"
"single_family",,"1740","2","4",,,"433560"
"land",,,"0",,,,"20000"
"single_family",,"2952",,"5","2",,"1105990"
"single_family",,"2963","3","4",,"2017","385000"
"multi_family",,"1692",,"4",,"1950","295000"
"single_family",,"1183",,"3","1",,
"single_family",,"1840","2","3","1","2003","399900"
"single_family",,"2583","3","4","1","1940","249500"
"land",,,"0",,,,"40000"
"single_family",,"2541","3","5","2",,"342990"
"single_family",,"1478","2","2","1",,"350000"
"single_family",,"1457","2","3","1","1964","340000"
"single_family",,"1064","2","3","1","1995","199000"
"townhomes","townhouse","1856","3","3","2","1986","349900"
"condos","condo","1550","2","3",,"2008","305000"
"land",,,"0",,,,"90000"
"land",,,,,,,"140000"
"single_family",,"4771","5","5","2","2008","2500000"
"single_family",,"400","0","0",,"1995","199900"
"townhomes","townhouse","1585","3","3","2","2006","311900"
"single_family",,"5386","7","5",,,"8999999"
"single_family",,"2663","3","4",,"1989","489900"
"single_family",,"2057","2","3","1","1975","285000"
"single_family",,"3047","4","4","2","2025","1075000"
"single_family",,"1562","2","3","1","2017","279900"
"single_family",,"2644","3","4","2",,"369900"
"condos","condo","2010","3","3",,,"912500"
"condos","condo","1040","2","2","1","1997","375000"
"single_family",,"4093","5","5","2","2015","749000"
"single_family",,"1288","2","3",,"1990","175000"
"land",,,"0",,,,"40000"
"single_family",,"3098","3","3",,,"1175000"
"single_family",,"1544","3","4","2","1880","899000"
"single_family",,"3150","3","5",,"1910","247000"
"single_family",,"2795","4","5","2","2021","484900"
"condos","condo","704","1","1","1","1986","570000"
"land",,,,,,,"125000"
"single_family",,"2773","3","3",,,"705000"
"condos","condo","704","1","1","1","1986","562000"
"single_family",,"3800","4","3","1","1976","615000"
"single_family",,"6600","6","5","2","1986","3900000"
"townhomes","townhouse","1338","3","3","2","2003","320000"
"townhomes","townhouse","2385","4","4","2","2025","459990"
"condos","condo","1256","3","2","2","1982","375000"
"single_family",,"5014","4","5","2","1974","674900"
"single_family",,"900","1","2",,,"29000"
"single_family",,"1542","2","3","1",,"289900"
"single_family",,"930","2","2","1","1942","475000"
"single_family",,"1020","2","2","1","1940","115000"
"single_family",,"1089","2","2",,,"233500"
"condos","condo","607","1","1",,"1981","549000"
"single_family",,"2100","2","3","1","1950","270000"
"single_family",,"1000","2","3",,"1984","159000"
"single_family",,"1831","2","3",,"1974","240000"
"single_family",,"1458","2","3","1","1963","350000"
"single_family",,"2326","3","4","2","2008","369900"
"single_family",,"5505","7","6","3","1903","594900"
"single_family",,"926","2","2","1","2019","238900"
"single_family",,"2500","3","3","1","2015","899900"
"townhomes","townhouse","1200","2","2","2","1985","218900"
"single_family",,"1060","1","1","1","1920","69900"
"multi_family",,"18250",,"41",,"1996","2590000"
"single_family",,"4480","5","5","2","1996","799999"
"single_family",,"3233","3","4","2","2002","825000"
"single_family",,"1352","2","3","1","1970","214900"
"single_family",,"2072","3","3",,"1992","580000"
"single_family",,,"2","5","2",,"430000"
"single_family",,"1680","2","3","1","2002","345000"
"single_family",,"2878","3","4","2","2016","650000"
"single_family",,"1100","1","3","1","1953","55000"
"townhomes","townhouse","3000","4","4","2","2024","441000"
"single_family",,"1260","2","2",,,"699000"
"single_family",,"2439","3","3","2","2007","479900"
"single_family",,"3433","4","3","3","1993","539000"
"single_family",,"896","1","2",,"1960","115900"
"condos","condo","1177","2","2",,"1981","563000"
"single_family",,,"2","2","1",,"269000"
"single_family",,"1450","2","3","1","2008","199900"
"single_family",,"2324","3","5","2","2019","384000"
"land",,,"0",,,,"36000"
"single_family",,"2825","3","4","1","2014","689500"
"land",,,"0",,,,"95000"
"single_family",,"1403","2","3",,"2024","245000"
"single_family",,"2303","2","3",,"1950","339000"
"land",,,"0",,,,"105000"
"single_family",,,"1","1","1","2022","125000"
"single_family",,"2755","3","3","2","1987","495000"
"land",,,"0",,,,"93925"
"single_family",,"1645","3","3","1","2002","450000"
"single_family",,"1032","2","3","1","1989","337000"
"land",,,"0",,,,"81900"
"single_family",,"3402","5","5","3",,"920000"
"single_family",,"1500","2","3","1","2025","259900"
"single_family",,"2912","3","3","2",,"580000"
"single_family",,"1408","2","3","1","2015","230000"
"single_family",,"1714",,"3","1",,"280480"
"single_family",,"4619","6","4","3","2026","5600000"
"single_family",,"1368","2","3","2","1984","489000"
"single_family",,"3364","4","6","2","1997","459900"
"condos","condo","918","2","2","1","1984","274900"
"single_family",,"1924","3","3",,"2024","795000"
"single_family",,"1524","1","3",,"1945","195000"
"single_family",,"6740","7","6","3","2008","13500000"
"land",,,"0",,,,"13000"
"single_family",,"2142",,"3","1",,
"land",,,"0",,,,"150000"
"single_family",,"2721","4","5","2","2022","387900"
"land",,,"0",,,,"63900"
"single_family",,"6755","7","5","4","2021","11800000"
"single_family",,"2552","3","4","1","2025","377990"
"single_family",,"2800","4","3","1","2014","624999"
"single_family",,"1410","2","3","1","1985","269900"
"townhomes","townhouse","1230","2","2",,"2024","236500"
"single_family",,"1595","2","3",,"2007","390000"
"single_family",,"1825","3","3","1","2015","645000"
"single_family",,"1801","2","3","1","1981","215000"
"single_family",,"2832","2","5","2","1986","654900"
"land",,,"0",,,,"19900"
"single_family",,"1559","2","3","1",,"289990"
"single_family",,"1998","2","3","1","2019","385000"
"multi_family",,"2060","4","4","2","2022","288900"
"single_family",,"4061","5","4",,,"1495000"
"single_family",,"1297","2","3","1","1999","445000"
"single_family",,"1928",,"3","2",,"269999"
"single_family",,"3437","4","4","2","1989","749900"
"single_family",,"1640","2","3","2","1984","443000"
"townhomes","townhouse","1476","3","3","2","2023","249900"
"single_family",,"4068","1","4","2","1832","675000"
"single_family",,"2500",,"4","2",,"345690"
"single_family",,"1700","2","3","1","1900","100000"
"single_family",,"2529","3","4","1","1987","398000"
"single_family",,"2140","3","3","2",,"488135"
"single_family",,"1475",,"3","1",,"259990"
"single_family",,"2325","3","3",,,"298025"
"single_family",,"1842","3","3",,"1970","230000"
"condos","condo","1080","2","2","2","1987","169000"
"single_family",,"1343","2","3","1",,"262900"
"condos","condo","1022","2","2","1","2008","150000"
"single_family",,"2160","2","3","2","2002","515000"
"single_family",,"2308","2","4","1","2019","410900"
"single_family",,"1012","2","2","1","2017","265000"
"single_family",,"1764",,"4","1",,"274990"
"single_family",,"1900","2","3","1","1966","145000"
"single_family",,"1335","2","3","1","2005","269000"
"condos","condo","1000","2","2",,,"250000"
"multi_family",,"5250",,"9",,"1996","475000"
"single_family",,"2052","3","3","1",,"315000"
"single_family",,"3648","4","4","2","2024","1800000"
"condos","condo","1343","2","3","1","2006","219900"
"single_family",,"1559","2","2","1",,"366550"
"single_family",,"1424","2","3",,"1993","335000"
"single_family",,"2372","3","4","1",,"699000"
"single_family",,"1648","3","3","3","1998","557000"
"single_family",,"2407","3","3",,,"498000"
"single_family",,"1660","3","4","1","1961","307000"
"condos","condo","964","2","2","1","2006","174999"
"single_family",,"952","2","3","1","1987","175000"
"single_family",,"3800","3","3","1",,"299900"
"single_family",,"520","1","2",,"1960","200000"
"condos","condo","674","1","1","1","1996","140000"
"single_family",,"3869","4","5","2","1925","599000"
"single_family",,"1518","3","3","1","2016","824500"
"land",,,"0",,,,"85000"
"single_family",,"1389","2","2","1","1990","289000"
"single_family",,"2450","3","4",,,"349900"
"single_family",,"2222","3","4","2","2021","659900"
"single_family",,"4944","4","5","2","1905","695000"
"single_family",,"1156","2","3","1","2006","249900"
"single_family",,"3127","4","5","2","2016","595000"
"single_family",,"1902","2","3","1",,"387900"
"single_family",,"1917","2","3","1","2022","418000"
"single_family",,"1890","3","3",,"1978","400000"
"single_family",,"1880","2","3","1","2025","524990"
"single_family",,,"3","4","2",,"1365000"
"condos","condo","638","1","1","1","2000","325000"
"single_family",,"1526","2","3","1","2025","299000"
"single_family",,"1296","2","3",,,"252095"
"single_family",,"2667","3","5","2","2010","355000"
"condos","condo","1785","3","3","2","2017","332500"
"single_family",,"2717","4","4","2",,"649440"
"single_family",,"1728","4","4","1","1950","3100000"
"single_family",,"1803","2","3","1","2022","430000"
"single_family",,"2700","3","4","2","2020","599900"
"single_family",,"2530","3","4","2","2000","548500"
"condos","condo","1440","3","3","1","1984","570000"
"single_family",,"1224","2","3","1","2024","375000"
"single_family",,"3017","3","4","2","1980","700000"
"single_family",,"1397","2","3","1","2023","287000"
"single_family",,"1367","2","3","1","1998","219900"
"single_family",,"2256","2","6","2","1950","949000"
"single_family",,"1000","1","2",,"1960","65000"
"single_family",,"1883","2","3","1","1965","105000"
"single_family",,"2343","3","4","2","2004","320000"
"single_family",,"3242","4","4","2","2018","1399000"
"single_family",,"4604","5","5","2",,"1795000"
"single_family",,"893","1","2","1","1930","179900"
"condos","condo","894","2","2",,"1995","159900"
"single_family",,"3234","4","5","2","2020","579000"
"single_family",,"1867","3","3","1","2015","399900"
"single_family",,"2570","3","3","1","2003","525000"
"single_family",,"5732","6","6","2",,"984000"
"farm",,,,,,,"305000"
"single_family",,"4486","4","4","2","2023","697000"
"single_family",,"1280","2","3","1","1967","269000"
"single_family",,"4976","8","10","3","1935","2950000"
"single_family",,"1216","3","4","2","1968","784900"
"single_family",,"1103","2","3","1","1971","171777"
"single_family",,"1016","2","3","1","1969","245000"
"land",,,"0",,,,"200000"
"single_family",,"1038","1","2",,"1950","219900"
"single_family",,"1377","2","3","1","1998","259900"
"single_family",,"1475","2","3","1","2012","395000"
"single_family",,"1148","2","3",,"2004","200000"
"single_family",,"825","1","3",,"1948","116565"
"single_family",,"2394","3","3","2",,"387630"
"single_family",,"3096","4","3","2",,"1325000"
"condos","condo","500","1","1",,"1980","158000"
"single_family",,"1678","2","4","1","2025","425000"
"single_family",,"1400","2","3",,"1928","160000"
"condos","condo","970","2","2",,"1996","155000"
"single_family",,"1579","2","3","1",,"298000"
"single_family",,"2032","2","4","1","2020","475000"
"single_family",,"1236","1","3","1","1922","99500"
"single_family",,"1656","3","5","2","2004","1499900"
"single_family",,"2540","3","4","3","2024","795000"
"single_family",,"2926","4","4",,"1995","449900"
"single_family",,"2455","2","4","2","2006","349900"
"single_family",,"2462","3","4","2","2003","689900"
"land",,,,,,,"95000"
"single_family",,"1997","2","3",,,"625900"
"single_family",,"1924","2","3",,"2000","609000"
"condos","condo","650","1","1","1","1987","124900"
"single_family",,"1972","2","3","1","1938","399000"
"single_family",,"3220",,"4","2",,"576990"
"condos","condo","810","2","2","1","1984","174500"
"single_family",,"2015","3","3","2","2004","500000"
"single_family",,"2279","3","3","1","2019","585000"
"condos","condo","695","2","1","1","1984","179000"
"single_family",,"1776","2","3","1","1993","309900"
"single_family",,"1585","2","3","1","2005","325000"
"single_family",,"2350","2","4","1","2000","329000"
"single_family",,"3000","4","4","3","1812","395000"
"single_family",,"2286","3","3","2","2021","389900"
"single_family",,"1550","2","3","1","1975","249900"
"condos","condo","637","1","1","1","1985","163900"
"single_family",,"1122","2","3",,"1958","124000"
"single_family",,"4748","3","4","1","1940","550000"
"single_family",,"1462","1","4","2",,"199900"
"single_family",,"1045",,"2","1",,"250000"
"condos","condo","208","1",,"1","1968","79900"
"condo_townhome",,"1498",,"3","2",,
"single_family",,"2128","3","4","2","1979","459900"
"condos","condo","1131","2","2","7","2007","359900"
"single_family",,"904","1","3","1","1969","160000"
"single_family",,"7500","7","5","2","2014","2100000"
"single_family",,"2825","3","4","1","2014","689500"
"single_family",,"5013","4","5","2","1930","344000"
"single_family",,"1200","1","2","1","2000","250000"
"single_family",,"2453","3","4",,"2018","399900"
"single_family",,"2512","2","3","2","1936","170000"
"single_family",,"2530","3","3","1",,"690000"
"townhomes",,"1708","3","3","2",,"216859"
"condo_townhome",,"1605",,"3","2",,
"single_family",,"3250","4","3","1","2001","670000"
"single_family",,"2656",,"4","2",,"435150"
"single_family",,"3055",,"4","2",,"414990"
"single_family",,"4014","6","5","2","1990","649000"
"single_family",,"2602",,"4","2",,"371990"
"condos","condo","360","1",,"7","1973","77000"
"single_family",,"3680",,"5","2",,"467500"
"single_family",,"1897","2","3","1","1976","565000"
"single_family",,"1357","3","3","2","2006","227900"
"single_family",,"1475",,"3","1",,"289880"
"single_family",,"2213","3","3","2","1893","795000"
"single_family",,"2399","4","4",,"2018","570000"
"single_family",,"2859","4","4","1","2024","697000"
"single_family",,"1488","2","3","1","1982","250000"
"condos","condo","360","1",,"7","1973","75900"
"single_family",,"2510","3","4","1","2025","394027"
"single_family",,"5368","7","5","2","2006","1875000"
"single_family",,"2044","2","4","1","1959","365000"
"single_family",,"1587",,"4","1",,"389990"
"single_family",,"2374","3","4","2","2008","273000"
"single_family",,"1544","2","3","2","1981","415000"
"farm",,,"0",,,,"295000"
"single_family",,"2265","2","4","1","1972","289900"
"condos","condo","602","2","1","1","1985","110000"
"single_family",,"2060","2","3","1","1966","269900"
"condos","condo","980","2","2","1","1988","164900"
"single_family",,"2291","3","4","2",,"391000"
"single_family",,"2148","3","3","1","1945","364900"
"single_family",,"2325","3","3",,,"274900"
"multi_family",,"1773",,"4",,"1976","325000"
"single_family",,"1474","2","3","1",,"269000"
"land",,,,,,,"25000"
"single_family",,"1600","2","2","1","2006","324900"
"single_family",,"2430","3","4","2","1988","475000"
"single_family",,"1232","2","4","2","1964","1099100"
"single_family",,"2500","3","3","2","2003","418500"
"land",,,"0",,,,"218000"
"single_family",,"1618","2","3","1",,"344990"
"single_family",,"1386","3","3","1",,"210000"
"single_family",,"3201","4","4","2","1985","850000"
"single_family",,"1750","2","3","1","1930","498500"
"land",,,"0",,,,"750000"
"townhomes","townhouse","1528","3","3","2",,"299900"
"townhomes","townhouse","1590","3","3","2","2004","269500"
"condos","condo","1565","2","3","1","2019","419900"
"land",,,"0",,,,"30000"
"single_family",,"1858","2","3","2","2008","275000"
"single_family",,"3611","4","4","2","1950","3125000"
"condos","condo","1188","2","2",,"1985","275000"
"single_family",,"966","1","3",,"1956","250000"
"single_family",,"2300","2","3","1","2000","450000"
"single_family",,"1307","2","3","1","2001","225000"
"single_family",,"1590","2","3",,"1978","150000"
"single_family",,"2650","3","4","1","1970","1300000"
"single_family",,"3091","4","5","1","1971","525000"
"single_family",,"1628","2","3","1","2006","330000"
"single_family",,"3006","3","5","2","1996","405000"
"single_family",,"1084","1","2","1","1950","190000"
"single_family",,"1503","2","2","1","2014","340000"
"single_family",,"1833","3","4","1","1963","425000"
"single_family",,"2485","3","4","1","2002","1100000"
"single_family",,"1531","2","3","1",,"270000"
"single_family",,"3082","3","4","2","1920","250000"
"single_family",,"1443","3","4","1","1969","339000"
"single_family",,,"4","4","2","1988","559900"
"townhouse",,"1305",,"3","2",,"199990"
"single_family",,"4225","6","6","3","2014","1990000"
"single_family",,"2966","4","4","2","2007","375000"
"single_family",,"1025","2","3","1","1981","99500"
"condos","condo","1500","3","3",,"1998","419500"
"single_family",,"1413","2","3","1","2006","269000"
"single_family",,"2525","3","3","1","2025","525900"
"single_family",,"2842",,"4","2",,"337990"
"land",,,"0",,,,"349000"
"single_family",,"2762","3","4",,"1964","289900"
"single_family",,"1920","2","4","1","1988","485000"
"single_family",,"2255","3","4","1","2011","454900"
"land",,,"0",,,,"69000"
"single_family",,"1507","2","2","1",,"363870"
"single_family",,"1720","2","3","1","2025","314900"
"single_family",,"2124","2","3","1","1981","319324"
"land",,,"0",,,,"57999"
"single_family",,"2500","3","3","2","1975","425000"
"single_family",,"1140",,"3","1",,"269400"
"single_family",,"2002","3","4","2","1999","665000"
"single_family",,"1821","2","4",,"2001","269900"
"single_family",,"2224","3","4","2","1966","319900"
"townhomes",,"1558","3","3","2",,"314261"
"single_family",,"1516","3","3","2",,"444000"
"single_family",,"1183","2","3","1","2023","220000"
"single_family",,"1100","2","3","1","1984","585000"
"single_family",,"1835",,"3","1",,"386990"
"condos","condo","584","1","2","1","1985","219900"
"condos","condo","1114","3","2","2","2004","265000"
"single_family",,"2906","3","4","1",,"470330"
"land",,,,,,,"135000"
"single_family",,"1631","2","4","1","1975","275000"
"single_family",,"1906","2","3","1","2002","509900"
"single_family",,"3373","4","4","2","2024","935000"
"land",,,"0",,,,"750000"
"single_family",,"1300","2","3","1","1997","329000"
"land",,,,,,,"154000"
"single_family",,"1100","1","2","1","1975","199900"
"single_family",,"1367","2","3","1","1988","305000"
"single_family",,"3160","3","4","1","1966","269777"
"single_family",,"1638","2","3",,"1956","250000"
"condos","condo","978","3","3","1","1969","255000"
"single_family",,"1228","2","3","1","2024","227940"
"single_family",,"1961","2","3","1","1920","335000"
"single_family",,"2019","3","3","2","2024","400000"
"single_family",,"1350","2","3","1","1998","265000"
"condos","condo","848","2","2","1","1987","176500"
"condos","condo","1100","2","2","1","1994","272000"
"single_family",,"1407","2","3","1","1978","270000"
"single_family",,"582","1","1","2","2020","199900"
"single_family",,"3929","5","5","3","2006","699500"
"condos","condo","762","1","2","1","1985","319999"
"single_family",,"1618","2","3","1","2025","323990"
"single_family",,"3500",,"4","2",,"395000"
"single_family",,"1666","2","4","1",,"289500"
"single_family",,"3541","4","5","2","2022","675000"
,,"1700",,"3","2",,"298900"
"multi_family",,"1410",,,,"1950","315000"
"condos","condo","970","2","2","1","2000","139500"
"single_family",,"1429","2","2","2","1986","350000"
"townhomes","townhouse","2859","3","4","2","2018","735000"
"single_family",,"1475","2","3","1",,"268615"
"land",,,,,,,"49000"
"single_family",,"2680","3","4","2","2025","572490"
"single_family",,"3559","4","5",,,"2050000"
"single_family",,"2016","2","2",,"1965","95000"
"land",,,"0",,,,"77000"
"townhomes","townhouse","1604","3","2","2","2005","350000"
"single_family",,"1906",,"3","2",,"365990"
"land",,,,,,,"219000"
"single_family",,"1599","2","3","1","2022","330000"
"single_family",,"819","2","3",,"2007","475500"
"single_family",,,"2","4","1","1953","285000"
"single_family",,"1260","2","3","1","1995","240000"
"land",,,"0",,,,"43000"
"condos","condo","1543","2","3","2","1986","210000"
"single_family",,"2468","4","4","2","2021","599899"
"single_family",,"3630","5","5","2",,"549000"
"condos","condo","1310","2","3",,"2016","274900"
"single_family",,"2196","2","4","2","1920","250000"
"single_family",,"1836","2","4",,"2005","399999"
"land",,,"0",,,,"95000"
"multi_family",,"3800",,,,"1989","399900"
"condos","condo","1028","2","2","1","1989","139900"
"single_family",,"1967","3","4","2",,"309015"
"single_family",,"1702","3","3","2","2024","285000"
"single_family",,"2145","3","3","1",,"1024990"
"single_family",,"1778","3","4",,"2025","442000"
"multi_family",,"2000",,,"1","2025","289900"
"single_family",,"1900",,"4","2",,"265999"
"single_family",,"1760","2","4","2","2010","295000"
"single_family",,"841","1","3","1","1970","154900"
"single_family",,"1361","1","3","1","1970","129000"
"single_family",,"2860","3","4","2","1995","449000"
"single_family",,"1968","3","4","2","2004","335000"
"single_family",,"1302","2","4","1",,"225000"
"single_family",,"1182","2","3","1",,"282990"
"single_family",,"1206","2","3","1","2002","315000"
"single_family",,"6084","6","4",,,"4395000"
"single_family",,"1700","2","3",,"2025","254790"
"land",,,,,,,"190000"
"single_family",,,"2","3",,"1973","145000"
"single_family",,"4276","5","5","3","1982","775000"
"single_family",,"2246","3","3","2",,"502000"
"single_family",,"1338",,"3","1",,"247999"
"single_family",,"800","2","3","1","2019","279900"
"townhomes","townhouse","1126","2","2","2","1983","200000"
"townhomes","townhouse","1450","3","3","2","2004","309900"
"single_family",,"4026","4","3","2","1951","949998"
"single_family",,"1448","2","3","1","1900","129000"
"single_family",,"1584","2","2","1","2005","685000"
"single_family",,"2640","3","4",,"1999","415000"
"single_family",,"2260",,"3","2",,
"single_family",,"888","1","2","1",,"149900"
"single_family",,"780","1","2","1","1950","159900"
"single_family",,"4400","6","5","2","2007","1525000"
"single_family",,"5067","5","5","3","2009","1400000"
"condos","condo","1069","3","2","2","1980","379900"
"single_family",,"1461","2","3","1","2000","349900"
"condos","condo","1060","2","2","1","1981","484900"
"single_family",,"2179","3","3",,,"825000"
"single_family",,,"3","5","2",,"375000"
"single_family",,"1900","2","4","1","2006","343500"
"townhouse",,"1220",,"3","2",,"185999"
"single_family",,"5076","5","5","2","2021","9750000"
"single_family",,"1385","2","2","1","2009","418000"
"single_family",,"2493","3","4","1","1977","559900"
"single_family",,"3509","3","3","2","1992","995000"
"condos","condo","768","2","2","1","1983","294500"
"single_family",,"3111","3","4","2","1992","399000"
"single_family",,"1550","2","3","1","2025","340000"
"single_family",,"1500","2","4","2","1955","369900"
"condos","condo","1400","2","3","1","1958","274000"
"single_family",,,"0","0",,,"5000"
"single_family",,"5061","5","6","2","2020","3950000"
"single_family",,,"1","3","1",,"270000"
"single_family",,"2110","4","4","2","1957","295000"
"single_family",,"864","2","2",,"1953","149500"
"townhomes","townhouse","1194","2","3",,"1990","185000"
"single_family",,"2947","3","3",,"1917","335900"
"single_family",,,"3","4","1","1982","349000"
"single_family",,"1055","2","3","1",,"229900"
"single_family",,"1490","2","3","2",,"489000"
"single_family",,"2413","3","4","2","2019","437000"
"multi_family",,"2316","2","4","1","1966","399000"
"single_family",,"1024","1","3",,"1960","113900"
"single_family",,"3863","3","4","1","1987","2050000"
"single_family",,"1248","2","3","1","1980","1100000"
"condos","condo","940","2","2","1","1998","189900"
"single_family",,"2692","3","4",,"1983","1995000"
"single_family",,"2611","3","4","2","2018","334900"
"single_family",,"2121","4","5","2","1935","3500000"
"single_family",,"1394","2","3","1","1991","195000"
"single_family",,"1400","3","3","2","2004","775000"
"single_family",,"1875","2","3","2","1998","289999"
"townhomes","townhouse","1085","2","3","1","2003","240000"
"single_family",,"1250","1","2","1",,"265000"
"condos","condo","1424","3","3",,"1984","1550000"
"multi_family",,"4125","4","13",,"1830","1699000"
"condos","condo","2451","3","4","3","1972","397000"
"single_family",,"2376","3","4","2","2023","314691"
"single_family",,"2335","3","4","2","2007","379000"
"single_family",,"2140","3","4","2","2016","418000"
"condos","condo","1432","2","2","1","2020","850000"
"single_family",,"1035","1","2","1","1920","77000"
"single_family",,"1202","1","3",,"1952","75000"
"single_family",,"2101","3","3","1",,"345000"
"single_family",,"1701","2","3",,"1965","269900"
"single_family",,"1618","2","3","1","2023","375000"
"single_family",,,"1","3","1","1970","289000"
"condos","condo","922","2","2","1","1979","245000"
"single_family",,"2016","3","5","2","1986","399000"
"condos","condo","1051","2","2","1","2005","129900"
"townhomes","townhouse","1863","4","4","2","2008","259798"
"single_family",,"2574","3","4",,"1992","524900"
"single_family",,"2765",,"4","2",,"406990"
"condos","condo","950","2","2","2","1988","165000"
"single_family",,"1421","2","3","1",,"271795"
"single_family",,"2332","4","5","1","2025","398650"
"single_family",,,"2","4","2","2007","245000"
"single_family",,,"2","4","1","1966","595000"
"single_family",,"1720","2","3","1","2018","324000"
"condos","condo","1432","2","2","1","2020","850000"
"single_family",,"3650","4","6","2","2005","899900"
"condos","condo","960","1","2","1","1999","209000"
"single_family",,"1462","2","3","1","2007","289000"
"condos","condo","365","1",,"1","1967","66500"
"single_family",,"1200","2","3","1","1999","198000"
"single_family",,"1316","2","3","1","2021","267000"
